id;reference;demande_id;source_year;date_intervention;type_intervention;zone;technicien;finalite;notes;statut;created_at;updated_at
264;2025-RA-INT0264;208;2025;2025-11-03;Portances dynaplaque;CdF Voirie / GDNT 0/31,5;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0764;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
125;2025-RA-INT0125;104;2025;2025-11-04;Portances dynaplaque;CdF existante - rue de Valence / Grave sableuse;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0481;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
138;2025-RA-INT0138;88;2025;2025-11-04;Portances dynaplaque;purge CdF - rue de la Doua / GDNT 0/31,5;Hugo Lepolard;;Groupe auto lignes brutes: 2025-SP-I0491;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
299;2025-RA-INT0299;35;2025;2025-11-05;Campagne prélèvements labo;Tranchée EP / Remblai de tranchée;;Prélèvement labo;Groupe auto prélèvements: 2025-RA-PRL0018, 2025-RA-PRL0077;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
321;2025-RA-INT0321;38;2025;2025-11-12;Campagne prélèvements terrain;Bois Dieu;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2025-RA-PRL0154;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
436;2025-RA-INT0436;85;2025;2025-11-12;Campagne prélèvements terrain;Bois Dieu;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2025-RA-PRL0345;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
251;2025-RA-INT0251;195;2025;2025-11-13;Portances dynaplaque;CdF Voirie / GNT 0/31,5;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0748;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
261;2025-RA-INT0261;206;2025;2025-11-13;Portances dynaplaque;PF batiment - CdF / Grave concassée;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0758, 2025-SP-I0759, 2025-SP-I0760, 2025-SP-I0761;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
13;2025-RA-INT0013;52;2025;2025-11-17;Contrôle fabrication enrobés;Voiries;Sylvain LHOPITAL;Fondation;Groupe auto lignes brutes: 2025-SP-I0147;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
201;2025-RA-INT0201;120;2025;2025-11-17;Contrôle fabrication enrobés;Voiries;Sylvain LHOPITAL;Fondation;Groupe auto lignes brutes: 2025-SP-I0612;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
263;2025-RA-INT0263;208;2025;2025-11-17;Portances dynaplaque;CDF / GR 0/80;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0763;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
271;2025-RA-INT0271;177;2025;2025-11-17;Portances dynaplaque;CDR voirie / GR 0/31.5;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0771, 2025-SP-I0772;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
410;2025-RA-INT0410;52;2025;2025-11-17;Campagne prélèvements terrain;Voirie;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2025-RA-PRL0304, 2025-RA-PRL0305;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
525;2025-RA-INT0525;120;2025;2025-11-17;Campagne prélèvements terrain;Voirie;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2025-RA-PRL0495, 2025-RA-PRL0496;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
12;2025-RA-INT0012;52;2025;2025-11-18;Contrôle fabrication enrobés;Voiries;Sylvain LHOPITAL;Fondation / Base;Groupe auto lignes brutes: 2025-SP-I0146;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
200;2025-RA-INT0200;120;2025;2025-11-18;Contrôle fabrication enrobés;Voiries;Sylvain LHOPITAL;Fondation / Base;Groupe auto lignes brutes: 2025-SP-I0611;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
409;2025-RA-INT0409;52;2025;2025-11-18;Campagne prélèvements terrain;Voirie;Sylvain LHOPITAL;Base;Groupe auto prélèvements: 2025-RA-PRL0302, 2025-RA-PRL0303;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
524;2025-RA-INT0524;120;2025;2025-11-18;Campagne prélèvements terrain;Voirie;Sylvain LHOPITAL;Base;Groupe auto prélèvements: 2025-RA-PRL0493, 2025-RA-PRL0494;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
17;2025-RA-INT0017;69;2025;2025-11-19;Contrôle fabrication enrobés;Boulevard du 8 Mai 1945;F. Montet;Base;Groupe auto lignes brutes: 2025-SP-I0196;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
212;2025-RA-INT0212;148;2025;2025-11-19;Contrôle fabrication enrobés;Boulevard du 8 Mai 1945;F. Montet;Base;Groupe auto lignes brutes: 2025-SP-I0688;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
291;2025-RA-INT0291;224;2025;2025-11-19;Portances dynaplaque;Pistes forestières / In situ;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0800;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
426;2025-RA-INT0426;69;2025;2025-11-19;Campagne prélèvements terrain;Boulevard du 8 mai 1945;F. Montet;Base;Groupe auto prélèvements: 2025-RA-PRL0326;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
541;2025-RA-INT0541;148;2025;2025-11-19;Campagne prélèvements terrain;Boulevard du 8 mai 1945;F. Montet;Base;Groupe auto prélèvements: 2025-RA-PRL0517;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
16;2025-RA-INT0016;69;2025;2025-11-20;Contrôle fabrication enrobés;Boulevard du 8 Mai 1945;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0195;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
211;2025-RA-INT0211;148;2025;2025-11-20;Contrôle fabrication enrobés;Boulevard du 8 Mai 1945;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0687;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
234;2025-RA-INT0234;177;2025;2025-11-20;Macrotexture PMT;Boulevard du 8 mai 1945;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0718;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
425;2025-RA-INT0425;69;2025;2025-11-20;Campagne prélèvements terrain;Boulevard du 8 mai 1945;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0325;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
540;2025-RA-INT0540;148;2025;2025-11-20;Campagne prélèvements terrain;Boulevard du 8 mai 1945;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0516;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
7;2025-RA-INT0007;41;2025;2025-11-24;Contrôle fabrication enrobés;Rue de Valence;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0138;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
40;2025-RA-INT0040;94;2025;2025-11-24;Contrôle fabrication enrobés;Rue de Valence;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0384;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
65;2025-RA-INT0065;104;2025;2025-11-24;Macrotexture PMT;Rue de Valence;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0416;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
349;2025-RA-INT0349;41;2025;2025-11-24;Campagne prélèvements terrain;Rue de Valence;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0192;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
464;2025-RA-INT0464;94;2025;2025-11-24;Campagne prélèvements terrain;Rue de Valence;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0383;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
47;2025-RA-INT0047;102;2025;2025-11-25;Macrotexture PMT;D306 Bois Dieu;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0393;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
320;2025-RA-INT0320;38;2025;2025-11-25;Campagne prélèvements terrain;D306 Bois Dieu;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0152, 2025-RA-PRL0153;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
435;2025-RA-INT0435;85;2025;2025-11-25;Campagne prélèvements terrain;D306 Bois Dieu;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0343, 2025-RA-PRL0344;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
46;2025-RA-INT0046;102;2025;2025-11-26;Macrotexture PMT;D306 Bois Dieu;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0391, 2025-SP-I0392;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
319;2025-RA-INT0319;38;2025;2025-11-26;Campagne prélèvements terrain;D306 Bois Dieu;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0150, 2025-RA-PRL0151;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
434;2025-RA-INT0434;85;2025;2025-11-26;Campagne prélèvements terrain;D306 Bois Dieu;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0341, 2025-RA-PRL0342;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
45;2025-RA-INT0045;102;2025;2025-11-27;Macrotexture PMT;D306;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0389, 2025-SP-I0390;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
318;2025-RA-INT0318;38;2025;2025-11-27;Campagne prélèvements terrain;D306;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0148, 2025-RA-PRL0149;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
433;2025-RA-INT0433;85;2025;2025-11-27;Campagne prélèvements terrain;D306;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0339, 2025-RA-PRL0340;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
9;2025-RA-INT0009;43;2025;2025-12-01;Contrôle fabrication enrobés;Place Grandclément entre Fournière et Perrin;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0139, 2025-SP-I0140;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
42;2025-RA-INT0042;96;2025;2025-12-01;Contrôle fabrication enrobés;Place Grandclément entre Fournière et Perrin;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0385, 2025-SP-I0386;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
66;2025-RA-INT0066;105;2025;2025-12-01;Macrotexture PMT;Place Grandclément entre Fournière et Perrin;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0417;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
78;2025-RA-INT0078;88;2025;2025-12-01;Macrotexture PMT;Chemin du vinatier;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0430, 2025-SP-I0431;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
351;2025-RA-INT0351;43;2025;2025-12-01;Campagne prélèvements terrain;Place Grandclément entre Fournière et Perrin;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0195, 2025-RA-PRL0196;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
367;2025-RA-INT0367;45;2025;2025-12-01;Campagne prélèvements terrain;Chemin du vinatier;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0229, 2025-RA-PRL0230, 2025-RA-PRL0231;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
466;2025-RA-INT0466;96;2025;2025-12-01;Campagne prélèvements terrain;Place Grandclément entre Fournière et Perrin;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0386, 2025-RA-PRL0387;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
482;2025-RA-INT0482;98;2025;2025-12-01;Campagne prélèvements terrain;Chemin du vinatier;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0420, 2025-RA-PRL0421, 2025-RA-PRL0422;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
77;2025-RA-INT0077;88;2025;2025-12-02;Macrotexture PMT;Rue de l'église et Bld H. de Balzac;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0429;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
104;2025-RA-INT0104;91;2025;2025-12-02;Portances dynaplaque;AT - PF Batiment / Grave sablo limoneuse;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0459;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
256;2025-RA-INT0256;167;2025;2025-12-02;Portances dynaplaque;CdF - rue G. Vicaire, Oyonnax / Grave concassée existante;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0753;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
267;2025-RA-INT0267;211;2025;2025-12-02;Portances dynaplaque;CdF Voirie - sous rabotage / Grave alluvionnaire;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0767;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
366;2025-RA-INT0366;45;2025;2025-12-02;Campagne prélèvements terrain;Bld de Balzac et rue de l'église;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0228;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
481;2025-RA-INT0481;98;2025;2025-12-02;Campagne prélèvements terrain;Bld de Balzac et rue de l'église;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0419;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
137;2025-RA-INT0137;88;2025;2025-12-04;Portances dynaplaque;CdF - rue de la Doua / In situ;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0490;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
224;2025-RA-INT0224;167;2025;2025-12-04;Macrotexture PMT;Rue Vicaire - Oyonnax;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0708;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
365;2025-RA-INT0365;45;2025;2025-12-04;Campagne prélèvements terrain;rue Perroncel / Billon;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2025-RA-PRL0227;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
412;2025-RA-INT0412;60;2025;2025-12-04;Campagne prélèvements terrain;Rue Vicaire - Oyonnax;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0308;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
480;2025-RA-INT0480;98;2025;2025-12-04;Campagne prélèvements terrain;rue Perroncel / Billon;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2025-RA-PRL0418;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
527;2025-RA-INT0527;139;2025;2025-12-04;Campagne prélèvements terrain;Rue Vicaire - Oyonnax;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0499;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
136;2025-RA-INT0136;88;2025;2025-12-08;Portances dynaplaque;CDF Perrin / Matériaux du site;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0489;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
298;2025-RA-INT0298;33;2025;2025-12-08;Campagne prélèvements labo;Sondage PF / AT traitée;;Prélèvement labo;Groupe auto prélèvements: 2025-RA-PRL0016, 2025-RA-PRL0017;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
364;2025-RA-INT0364;45;2025;2025-12-08;Campagne prélèvements terrain;Rue Perrin;F. Montet;Base;Groupe auto prélèvements: 2025-RA-PRL0223, 2025-RA-PRL0224, 2025-RA-PRL0225, 2025-RA-PRL0226;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
479;2025-RA-INT0479;98;2025;2025-12-08;Campagne prélèvements terrain;Rue Perrin;F. Montet;Base;Groupe auto prélèvements: 2025-RA-PRL0414, 2025-RA-PRL0415, 2025-RA-PRL0416, 2025-RA-PRL0417;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
76;2025-RA-INT0076;88;2025;2025-12-09;Essai terrain groupé;Rue Perrin;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0427, 2025-SP-I0428, 2025-SP-I0487, 2025-SP-I0488;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
297;2025-RA-INT0297;33;2025;2025-12-09;Campagne prélèvements labo;Prélèvements suivi traitement / AT traitée CaO;;Prélèvement labo;Groupe auto prélèvements: 2025-RA-PRL0012, 2025-RA-PRL0013, 2025-RA-PRL0014, 2025-RA-PRL0015;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
363;2025-RA-INT0363;45;2025;2025-12-09;Campagne prélèvements terrain;Avenue salengro;F. Montet;Base;Groupe auto prélèvements: 2025-RA-PRL0219, 2025-RA-PRL0220, 2025-RA-PRL0221, 2025-RA-PRL0222;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
403;2025-RA-INT0403;33;2025;2025-12-09;Campagne prélèvements terrain;Limons graveleux B5 / C1B5;Sylvain LHOPITAL;Contrôle densité enrobés;Groupe auto prélèvements: 2025-RA-PRL0292;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
478;2025-RA-INT0478;98;2025;2025-12-09;Campagne prélèvements terrain;Avenue salengro;F. Montet;Base;Groupe auto prélèvements: 2025-RA-PRL0410, 2025-RA-PRL0411, 2025-RA-PRL0412, 2025-RA-PRL0413;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
518;2025-RA-INT0518;117;2025;2025-12-09;Campagne prélèvements terrain;Limons graveleux B5 / C1B5;Sylvain LHOPITAL;Contrôle densité enrobés;Groupe auto prélèvements: 2025-RA-PRL0483;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
362;2025-RA-INT0362;45;2025;2025-12-10;Campagne prélèvements terrain;Rue Perroncel - Carr. Billon;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0216, 2025-RA-PRL0217, 2025-RA-PRL0218;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
477;2025-RA-INT0477;98;2025;2025-12-10;Campagne prélèvements terrain;Rue Perroncel - Carr. Billon;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0407, 2025-RA-PRL0408, 2025-RA-PRL0409;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
75;2025-RA-INT0075;88;2025;2025-12-11;Macrotexture PMT;Cours Tolstoi;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0424, 2025-SP-I0425, 2025-SP-I0426;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
361;2025-RA-INT0361;45;2025;2025-12-11;Campagne prélèvements terrain;Bd Tolstoï - Carr. Verlaine;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0213, 2025-RA-PRL0214, 2025-RA-PRL0215;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
476;2025-RA-INT0476;98;2025;2025-12-11;Campagne prélèvements terrain;Bd Tolstoï - Carr. Verlaine;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0404, 2025-RA-PRL0405, 2025-RA-PRL0406;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
74;2025-RA-INT0074;88;2025;2025-12-12;Macrotexture PMT;Voir ci-dessous;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0423;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
360;2025-RA-INT0360;45;2025;2025-12-12;Campagne prélèvements terrain;Voir ci-dessous;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0212;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
475;2025-RA-INT0475;98;2025;2025-12-12;Campagne prélèvements terrain;Voir ci-dessous;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0403;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
73;2025-RA-INT0073;88;2025;2025-12-15;Macrotexture PMT;Voir ci-dessous;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0421, 2025-SP-I0422;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
359;2025-RA-INT0359;45;2025;2025-12-15;Campagne prélèvements terrain;Voir ci-dessous;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0210, 2025-RA-PRL0211;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
474;2025-RA-INT0474;98;2025;2025-12-15;Campagne prélèvements terrain;Voir ci-dessous;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0401, 2025-RA-PRL0402;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
72;2025-RA-INT0072;88;2025;2025-12-16;Macrotexture PMT;Rue Yvonne, Perroncel, Sand;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0419, 2025-SP-I0420;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
103;2025-RA-INT0103;91;2025;2025-12-16;Portances dynaplaque;PF Bâtiment- AT / Grave limoneuse;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0457, 2025-SP-I0458;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
358;2025-RA-INT0358;45;2025;2025-12-16;Campagne prélèvements terrain;Croisement Boulevard Leclerc et Rue Kruger;F. Montet;Fondation / Base;Groupe auto prélèvements: 2025-RA-PRL0207, 2025-RA-PRL0208, 2025-RA-PRL0209;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
473;2025-RA-INT0473;98;2025;2025-12-16;Campagne prélèvements terrain;Croisement Boulevard Leclerc et Rue Kruger;F. Montet;Fondation / Base;Groupe auto prélèvements: 2025-RA-PRL0398, 2025-RA-PRL0399, 2025-RA-PRL0400;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
15;2025-RA-INT0015;65;2025;2025-12-17;Contrôle fabrication enrobés;Cours Rouget de l Isle;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0193, 2025-SP-I0194;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
210;2025-RA-INT0210;144;2025;2025-12-17;Contrôle fabrication enrobés;Cours Rouget de l Isle;F. Montet;Roulement;Groupe auto lignes brutes: 2025-SP-I0685, 2025-SP-I0686;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
231;2025-RA-INT0231;172;2025;2025-12-17;Macrotexture PMT;Rue Quinet;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2025-SP-I0715;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
233;2025-RA-INT0233;176;2025;2025-12-17;Macrotexture PMT;Cours Rouget de l Isle;F. Montet;;Groupe auto lignes brutes: 2025-SP-I0717;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
423;2025-RA-INT0423;63;2025;2025-12-17;Campagne prélèvements terrain;Rue Quinet;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0322;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
424;2025-RA-INT0424;65;2025;2025-12-17;Campagne prélèvements terrain;Cours Rouget de l Isle;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0323, 2025-RA-PRL0324;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
538;2025-RA-INT0538;142;2025;2025-12-17;Campagne prélèvements terrain;Rue Quinet;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2025-RA-PRL0513;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
539;2025-RA-INT0539;144;2025;2025-12-17;Campagne prélèvements terrain;Cours Rouget de l Isle;F. Montet;Roulement;Groupe auto prélèvements: 2025-RA-PRL0514, 2025-RA-PRL0515;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
71;2026-RA-INT0071;106;2026;2026-01-01;Macrotexture PMT;Rue A. France / Verlaine;F. MONTET, S. LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0042;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
102;2026-RA-INT0102;109;2026;2026-01-12;Portances dynaplaque;CdF PF Base vie / 0/80;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0059, 2026-SP-I0060, 2026-SP-I0061, 2026-SP-I0062;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
101;2026-RA-INT0101;109;2026;2026-01-21;Portances dynaplaque;Arase / Matériaux du site;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0057, 2026-SP-I0058;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
124;2026-RA-INT0124;87;2026;2026-01-21;Portances dynaplaque;CDR / GR 0/31.5;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0066;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
6;2026-RA-INT0006;40;2026;2026-01-23;Contrôle fabrication enrobés;Rue d'Avignon;F. Montet;Roulement;Groupe auto lignes brutes: 2026-SP-I0014, 2026-SP-I0015;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
39;2026-RA-INT0039;93;2026;2026-01-23;Contrôle fabrication enrobés;Rue d'Avignon;F. Montet;Roulement;Groupe auto lignes brutes: 2026-SP-I0035, 2026-SP-I0036;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
64;2026-RA-INT0064;87;2026;2026-01-23;Macrotexture PMT;Rue d'Avignon;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0038;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
348;2026-RA-INT0348;40;2026;2026-01-23;Campagne prélèvements terrain;Rue d'Avignon;F. Montet;Roulement;Groupe auto prélèvements: 2026-RA-PRL0190, 2026-RA-PRL0191;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
463;2026-RA-INT0463;93;2026;2026-01-23;Campagne prélèvements terrain;Rue d'Avignon;F. Montet;Roulement;Groupe auto prélèvements: 2026-RA-PRL0381, 2026-RA-PRL0382;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
35;2026-RA-INT0035;87;2026;2026-01-27;Coupe de sondage carotté;SC5;;;Groupe auto lignes brutes: 2026-SP-I0017, 2026-SP-I0018, 2026-SP-I0019, 2026-SP-I0020, 2026-SP-I0021;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
135;2026-RA-INT0135;106;2026;2026-01-29;Portances dynaplaque;Pl. Grandclement / GDNT 0/31,5;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0071;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
8;2026-RA-INT0008;42;2026;2026-02-02;Contrôle fabrication enrobés;Place Grandclément entre Chirat et Leclerc;F. Montet;Fondation / Base;Groupe auto lignes brutes: 2026-SP-I0016;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
41;2026-RA-INT0041;95;2026;2026-02-02;Contrôle fabrication enrobés;Place Grandclément entre Chirat et Leclerc;F. Montet;Fondation / Base;Groupe auto lignes brutes: 2026-SP-I0037;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
350;2026-RA-INT0350;42;2026;2026-02-02;Campagne prélèvements terrain;Place Grandclément entre Chirat et Leclerc;F. Montet;Base;Groupe auto prélèvements: 2026-RA-PRL0193, 2026-RA-PRL0194;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
